Drive_ID,Vendor,Model,Firmware_Version,Power_On_Hours,Total_TBW_TB,Total_TBR_TB,Temperature_C,Percent_Life_Used,Media_Errors,Unsafe_Shutdowns,CRC_Errors,Read_Error_Rate,Write_Error_Rate,SMART_Warning_Flag,Failure_Mode,Failure_Flag
NVME-05789,VendorD,Model-X1,FW1.1,53477,57.8,33.7,37.4,16.9,3,3,1,9.89,14.07,0,0,0
NVME-05790,VendorA,Model-X1,FW1.1,37364,164.2,129.5,25.6,41.7,1,1,2,12.79,1.76,0,0,0
NVME-05791,VendorA,Model-ULTRA,FW2.1,58688,55.0,56.2,48.2,13.9,0,4,1,10.54,7.91,0,0,0
NVME-05792,VendorC,Model-X1,FW1.1,25317,113.0,59.5,31.4,25.6,0,4,1,1.5,0.66,0,0,0
NVME-05793,VendorD,Model-PRO,FW1.2,49688,72.8,74.9,28.1,15.9,0,3,1,6.79,6.51,0,0,0
NVME-05794,VendorD,Model-X2,FW1.0,17907,55.7,52.8,52.2,10.4,2,2,2,20.27,0.39,0,0,0
NVME-05795,VendorB,Model-ULTRA,FW1.0,25812,36.8,40.1,45.9,0.0,1,3,0,4.8,12.24,0,0,0
NVME-05796,VendorC,Model-PRO,FW1.0,36589,53.0,75.3,37.1,16.1,0,2,1,8.78,17.57,0,0,0
NVME-05797,VendorA,Model-PRO,FW1.2,54926,86.7,67.2,49.2,22.8,1,3,2,5.31,3.02,0,0,0
NVME-05798,VendorD,Model-LITE,FW2.1,27965,17.7,20.2,47.8,5.4,0,1,0,15.86,8.47,0,0,0
NVME-05799,VendorD,Model-LITE,FW1.2,24733,34.3,31.9,34.5,10.7,1,5,1,15.46,9.28,0,0,0
NVME-05800,VendorA,Model-PRO,FW1.1,50388,110.9,103.7,41.5,33.5,0,3,0,8.35,7.86,0,0,0
NVME-05801,VendorA,Model-LITE,FW2.0,25375,25.4,29.1,39.1,3.1,2,1,0,0.72,4.11,0,0,0
NVME-05802,VendorA,Model-X2,FW2.0,1245,80.4,116.7,34.7,19.4,0,4,1,5.35,0.03,0,0,0
NVME-05803,VendorA,Model-X2,FW2.0,59899,133.4,181.8,40.4,23.5,2,5,1,3.84,3.1,0,0,0
NVME-05804,VendorD,Model-LITE,FW1.0,22063,191.2,217.9,46.1,51.2,1,2,0,3.44,21.39,0,0,0
NVME-05805,VendorB,Model-X1,FW1.2,9400,13.5,13.0,32.5,3.4,0,2,0,1.6,4.82,0,0,0
NVME-05806,VendorA,Model-PRO,FW1.2,46797,83.5,77.2,46.6,8.5,0,6,1,19.98,1.96,0,0,0
NVME-05807,VendorB,Model-X2,FW1.0,20979,243.3,313.2,25.1,52.3,0,4,0,12.83,3.94,0,0,0
NVME-05808,VendorD,Model-LITE,FW1.1,55751,198.3,142.4,41.8,50.6,1,2,0,11.95,0.33,0,0,0
NVME-05809,VendorC,Model-LITE,FW2.0,6342,20.0,21.8,34.1,8.1,0,5,1,16.42,0.51,0,0,0
NVME-05810,VendorB,Model-X2,FW2.0,13932,96.2,96.7,52.6,29.7,1,3,0,5.03,13.74,0,0,0
NVME-05811,VendorA,Model-X2,FW1.0,24783,46.8,53.8,27.1,9.9,1,5,0,6.37,6.47,0,0,0
NVME-05812,VendorD,Model-X1,FW2.0,59428,48.0,33.0,38.1,14.8,5,2,1,3.92,6.4,0,0,0
NVME-05813,VendorD,Model-LITE,FW2.1,14385,51.6,61.7,33.3,13.3,1,1,0,2.34,11.42,0,0,0
NVME-05814,VendorA,Model-LITE,FW1.2,28923,131.3,148.0,35.5,31.0,0,5,0,0.24,0.82,0,0,0
NVME-05815,VendorA,Model-ULTRA,FW2.0,9197,103.6,70.5,30.9,18.2,0,4,1,14.13,1.23,0,0,0
NVME-05816,VendorA,Model-X1,FW2.0,54197,103.3,98.1,41.4,7.6,1,2,1,1.59,4.08,0,0,0
NVME-05817,VendorA,Model-X2,FW2.1,47952,99.6,117.4,41.8,21.9,0,2,0,7.61,6.71,0,0,0
NVME-05818,VendorB,Model-X2,FW1.1,2092,38.4,53.8,26.2,0.0,0,2,1,6.86,34.09,1,5,1
NVME-05819,VendorD,Model-PRO,FW1.1,36990,34.2,21.3,45.0,10.6,0,3,0,12.08,10.44,0,0,0
NVME-05820,VendorB,Model-X2,FW2.1,28890,28.2,14.3,27.3,4.2,1,2,0,1.14,22.21,0,0,0
NVME-05821,VendorD,Model-LITE,FW1.1,29494,73.9,49.2,40.2,12.3,3,3,0,6.18,8.15,0,0,0
NVME-05822,VendorB,Model-X2,FW1.0,59591,13.1,19.5,54.1,0.0,0,4,0,5.57,2.48,0,0,0
NVME-05823,VendorC,Model-LITE,FW2.1,45158,101.5,128.7,33.1,23.0,2,2,1,9.38,0.64,0,0,0
NVME-05824,VendorC,Model-LITE,FW1.2,50057,215.4,240.0,37.6,52.7,1,4,0,18.06,6.39,0,0,0
NVME-05825,VendorA,Model-X1,FW1.2,18476,106.8,67.6,33.7,22.3,0,2,2,5.38,5.57,0,0,0
NVME-05826,VendorB,Model-X2,FW1.2,23980,116.3,106.5,34.6,22.1,2,4,1,5.76,6.0,0,0,0
NVME-05827,VendorC,Model-X1,FW2.0,20084,44.6,54.2,42.5,6.2,3,5,1,6.15,11.97,0,0,0
NVME-05828,VendorA,Model-LITE,FW2.1,13641,56.5,78.9,52.9,20.7,3,2,0,15.3,8.41,0,0,0
NVME-05829,VendorB,Model-X2,FW2.1,29075,71.9,63.4,39.7,15.8,1,4,1,4.92,2.1,0,0,0
NVME-05830,VendorB,Model-X2,FW1.1,4110,69.4,104.1,49.5,1.8,0,6,2,3.69,7.19,0,0,0
NVME-05831,VendorD,Model-X1,FW2.1,8375,101.9,65.2,34.2,20.7,0,2,3,3.06,6.37,0,0,0
NVME-05832,VendorB,Model-X1,FW2.1,53610,201.1,178.4,48.9,37.6,0,4,0,0.32,2.75,0,0,0
NVME-05833,VendorD,Model-LITE,FW1.1,54567,70.6,97.1,53.3,12.6,1,4,0,14.71,12.28,0,0,0
NVME-05834,VendorB,Model-LITE,FW2.1,36188,171.8,197.6,49.7,32.3,2,1,0,10.22,3.01,0,0,0
NVME-05835,VendorC,Model-X2,FW2.1,56801,79.1,103.7,45.8,27.1,1,2,0,7.2,5.16,0,0,0
NVME-05836,VendorB,Model-X2,FW1.0,18989,24.2,34.1,45.1,7.0,2,3,1,9.46,8.78,0,0,0
NVME-05837,VendorD,Model-ULTRA,FW1.1,40696,86.3,86.9,33.9,24.5,0,1,0,9.57,15.21,0,0,0
NVME-05838,VendorB,Model-ULTRA,FW1.0,40753,91.0,66.9,28.2,29.7,0,6,1,9.24,11.07,0,0,0
NVME-05839,VendorC,Model-PRO,FW2.0,51708,25.1,30.0,45.3,7.0,0,2,3,6.8,4.26,0,0,0
NVME-05840,VendorC,Model-LITE,FW1.1,40116,186.8,198.7,33.7,54.3,0,3,1,11.18,1.77,0,0,0
NVME-05841,VendorB,Model-PRO,FW2.1,40736,119.2,151.7,34.3,18.9,2,3,1,11.63,0.12,0,0,0
NVME-05842,VendorA,Model-PRO,FW2.1,32255,151.2,153.0,28.1,40.7,0,3,0,10.28,3.03,0,0,0
NVME-05843,VendorA,Model-X1,FW1.0,6449,157.1,206.0,35.4,35.9,0,0,0,21.9,7.3,0,0,0
NVME-05844,VendorA,Model-X1,FW1.0,23447,36.5,51.2,48.7,12.5,1,2,0,8.71,3.21,0,0,0
NVME-05845,VendorD,Model-ULTRA,FW2.0,3162,157.4,196.7,47.7,34.3,0,5,1,7.41,9.56,0,0,0
NVME-05846,VendorA,Model-PRO,FW2.0,3952,17.0,21.1,29.4,7.1,0,6,1,24.67,1.2,0,0,0
NVME-05847,VendorA,Model-ULTRA,FW2.1,54242,82.0,89.1,32.3,20.4,2,2,0,12.39,3.4,0,0,0
NVME-05848,VendorC,Model-LITE,FW1.2,13260,55.1,53.5,25.6,11.8,0,2,1,2.98,8.51,0,0,0
NVME-05849,VendorB,Model-X2,FW2.0,16422,25.4,37.4,42.9,6.4,0,3,2,14.43,6.38,0,0,0
NVME-05850,VendorB,Model-X1,FW2.1,487,115.8,132.6,41.5,34.5,2,6,0,0.58,13.18,0,0,0
NVME-05851,VendorA,Model-LITE,FW2.0,46991,127.4,170.8,42.2,24.7,0,3,1,11.37,9.09,0,0,0
NVME-05852,VendorD,Model-LITE,FW1.1,39905,35.3,35.5,36.5,15.6,0,2,0,0.99,1.37,0,0,0
NVME-05853,VendorD,Model-X1,FW1.0,7010,78.8,83.1,45.3,13.8,0,2,0,4.93,8.75,0,0,0
NVME-05854,VendorD,Model-X1,FW2.1,15858,112.1,130.4,37.7,28.3,1,0,0,10.44,1.61,0,0,0
NVME-05855,VendorB,Model-PRO,FW2.0,2103,7.8,9.6,47.7,1.5,1,1,0,7.37,16.73,1,5,1
NVME-05856,VendorC,Model-ULTRA,FW1.0,25707,124.6,118.2,31.2,30.9,2,3,2,10.63,9.24,0,0,0
NVME-05857,VendorA,Model-LITE,FW1.2,38613,30.6,26.2,47.0,8.3,1,1,1,16.1,6.45,0,0,0
NVME-05858,VendorA,Model-PRO,FW2.0,50792,32.1,23.7,43.5,9.7,1,3,0,5.17,5.2,0,0,0
NVME-05859,VendorA,Model-PRO,FW2.1,25125,123.1,113.7,45.3,30.6,1,2,2,0.09,17.13,0,0,0
NVME-05860,VendorB,Model-LITE,FW1.1,3647,29.9,21.3,37.4,7.6,0,4,2,12.78,2.05,0,0,0
NVME-05861,VendorB,Model-LITE,FW1.0,25772,158.7,145.5,54.0,41.5,1,3,2,11.98,6.88,0,0,0
NVME-05862,VendorB,Model-X2,FW1.0,41919,64.9,89.2,34.3,17.1,0,0,0,9.03,2.35,0,0,0
NVME-05863,VendorA,Model-ULTRA,FW1.1,14556,50.6,74.7,58.2,20.0,1,6,0,10.77,0.51,0,0,0
NVME-05864,VendorB,Model-LITE,FW2.1,401,138.8,149.5,43.6,29.8,2,3,1,2.08,4.02,0,0,0
NVME-05865,VendorC,Model-X1,FW1.2,39972,80.1,51.7,49.2,14.1,1,8,0,7.58,2.44,0,0,0
NVME-05866,VendorB,Model-X2,FW1.1,31703,87.9,81.5,51.6,21.9,3,6,0,3.31,15.0,0,0,0
NVME-05867,VendorC,Model-ULTRA,FW1.2,51271,26.3,29.0,46.2,0.0,2,3,0,7.26,1.2,0,0,0
NVME-05868,VendorA,Model-X1,FW2.1,41940,272.5,237.3,55.0,66.1,2,3,0,3.43,2.57,0,0,0
NVME-05869,VendorD,Model-X1,FW2.0,43341,224.5,158.3,47.6,48.2,1,3,1,10.9,10.17,0,0,0
NVME-05870,VendorB,Model-ULTRA,FW2.0,20645,82.8,60.2,45.9,23.0,0,3,0,12.35,0.31,0,0,0
NVME-05871,VendorA,Model-X2,FW2.1,49481,57.5,56.0,43.8,14.6,3,0,0,0.74,1.13,0,0,0
NVME-05872,VendorA,Model-X1,FW1.2,58365,106.8,76.5,43.1,23.5,1,0,0,10.66,0.69,0,0,0
NVME-05873,VendorC,Model-PRO,FW1.1,40578,18.3,13.7,49.0,5.7,3,6,0,10.02,4.55,0,0,0
NVME-05874,VendorD,Model-ULTRA,FW2.1,16278,98.5,135.2,33.3,14.8,2,3,0,5.84,2.14,0,0,0
NVME-05875,VendorB,Model-ULTRA,FW2.1,18316,4.4,5.6,38.8,0.0,1,3,0,8.57,1.01,0,0,0
NVME-05876,VendorA,Model-LITE,FW2.0,8342,61.6,34.2,44.1,17.7,2,0,0,11.61,2.41,0,0,0
NVME-05877,VendorD,Model-X2,FW1.1,52930,27.8,22.8,34.2,0.0,1,7,1,7.18,9.9,0,0,0
NVME-05878,VendorC,Model-PRO,FW2.0,7596,125.3,129.3,47.7,30.8,0,3,0,5.76,6.02,0,0,0
NVME-05879,VendorB,Model-PRO,FW1.2,20966,48.2,27.0,38.3,15.0,3,4,1,19.56,16.06,0,0,0
NVME-05880,VendorB,Model-LITE,FW1.2,28457,24.0,28.4,29.8,2.1,0,5,1,10.46,1.18,0,0,0
NVME-05881,VendorA,Model-X1,FW1.0,58196,160.9,142.3,35.2,42.4,0,1,1,10.85,5.49,0,0,0
NVME-05882,VendorC,Model-X1,FW2.1,46352,537.7,482.4,47.7,123.7,2,2,0,1.4,4.38,1,1,1
NVME-05883,VendorB,Model-PRO,FW1.1,31312,72.8,55.7,31.7,23.1,1,4,0,9.06,0.11,0,0,0
NVME-05884,VendorD,Model-X2,FW1.1,5987,105.5,88.0,32.3,25.3,1,2,1,1.38,3.38,0,0,0
NVME-05885,VendorB,Model-X1,FW2.0,17962,41.5,56.5,44.2,7.2,0,3,0,14.12,4.98,0,0,0
NVME-05886,VendorB,Model-ULTRA,FW2.0,34956,50.2,64.7,29.5,17.0,1,3,0,7.81,1.83,0,0,0
NVME-05887,VendorB,Model-LITE,FW1.1,6140,202.6,290.9,44.5,45.1,0,6,1,18.32,8.03,0,0,0
NVME-05888,VendorD,Model-X2,FW2.0,24636,119.3,143.0,23.5,31.2,1,0,1,3.08,4.24,0,0,0
NVME-05889,VendorD,Model-X1,FW1.0,52245,121.0,130.4,43.8,24.7,3,4,0,14.98,0.31,1,4,1
NVME-05890,VendorB,Model-PRO,FW2.1,13540,45.2,34.3,39.3,7.3,3,4,1,7.52,9.23,0,0,0
NVME-05891,VendorC,Model-LITE,FW1.0,47289,34.6,40.4,53.1,4.0,0,4,0,6.39,14.06,0,0,0
NVME-05892,VendorB,Model-X1,FW1.2,28471,229.9,323.3,24.4,58.2,0,3,0,11.41,14.76,0,0,0
NVME-05893,VendorB,Model-PRO,FW1.1,19824,73.0,41.5,34.8,19.5,0,4,0,8.61,6.01,0,0,0
NVME-05894,VendorA,Model-X1,FW1.0,2443,114.6,108.1,44.1,18.1,1,2,0,6.19,3.52,0,0,0
NVME-05895,VendorB,Model-LITE,FW1.0,7288,37.4,24.3,39.6,6.8,1,1,0,6.29,9.77,0,0,0
NVME-05896,VendorA,Model-ULTRA,FW2.0,34106,12.4,16.3,36.0,3.9,1,0,0,1.64,22.8,0,0,0
NVME-05897,VendorD,Model-ULTRA,FW2.0,29196,61.4,68.4,25.9,21.2,1,3,0,9.53,3.72,0,0,0
NVME-05898,VendorB,Model-PRO,FW2.0,59680,233.3,321.9,43.4,50.5,1,2,1,4.73,0.59,0,0,0
NVME-05899,VendorD,Model-ULTRA,FW1.2,45316,106.9,60.2,58.1,29.1,2,3,0,0.63,0.46,0,0,0
NVME-05900,VendorB,Model-LITE,FW1.0,6956,106.0,149.0,34.1,32.1,0,3,0,15.05,0.46,0,0,0
NVME-05901,VendorC,Model-PRO,FW2.1,22144,57.9,32.8,40.6,6.7,1,3,0,4.14,7.86,0,0,0
NVME-05902,VendorB,Model-X1,FW2.0,10720,74.2,58.4,42.8,16.8,0,3,0,11.88,6.25,0,0,0
NVME-05903,VendorA,Model-X2,FW1.2,20823,84.7,55.6,36.8,15.6,0,1,0,3.51,13.49,0,0,0
NVME-05904,VendorB,Model-X1,FW1.2,41242,95.4,61.6,39.7,28.5,0,1,0,11.77,4.37,0,0,0
NVME-05905,VendorA,Model-LITE,FW2.0,41603,25.0,16.8,31.7,8.4,0,2,3,1.24,9.91,0,0,0
NVME-05906,VendorC,Model-PRO,FW1.1,52078,179.4,175.9,28.9,37.7,0,1,0,11.99,8.66,0,0,0
NVME-05907,VendorB,Model-X1,FW1.0,23575,121.4,155.9,52.0,22.1,2,1,0,2.06,9.04,0,0,0
NVME-05908,VendorC,Model-PRO,FW2.0,30343,87.9,122.9,39.0,16.4,0,3,1,1.84,7.99,0,0,0
NVME-05909,VendorA,Model-ULTRA,FW2.1,32960,142.2,151.7,44.4,26.9,1,5,0,4.39,7.12,0,0,0
NVME-05910,VendorA,Model-X2,FW1.0,2515,164.5,108.2,43.5,33.8,0,2,0,5.27,11.24,0,0,0
NVME-05911,VendorB,Model-LITE,FW1.2,4354,142.3,82.4,32.4,28.5,0,1,2,3.45,4.78,0,0,0
NVME-05912,VendorD,Model-X1,FW2.1,10737,147.8,146.9,29.6,35.6,2,2,0,19.33,10.79,0,0,0
NVME-05913,VendorC,Model-X2,FW1.0,24610,50.3,63.6,35.1,7.2,0,3,0,5.31,0.02,0,0,0
NVME-05914,VendorB,Model-LITE,FW2.1,37401,76.5,85.7,41.8,19.6,0,4,2,12.95,14.09,0,0,0
NVME-05915,VendorB,Model-LITE,FW1.2,6616,159.0,172.2,33.4,32.0,2,2,0,11.78,7.05,0,0,0
NVME-05916,VendorA,Model-ULTRA,FW2.0,4501,65.2,35.7,36.3,8.6,1,1,0,11.07,14.14,0,0,0
NVME-05917,VendorD,Model-PRO,FW2.1,35900,136.1,124.1,23.9,29.0,0,8,3,22.78,22.99,0,0,0
NVME-05918,VendorC,Model-PRO,FW2.0,32222,46.9,49.3,39.7,7.3,4,1,0,3.33,7.18,0,0,0
NVME-05919,VendorA,Model-X2,FW1.2,59417,41.8,45.9,40.6,3.5,1,4,0,3.84,4.64,0,0,0
NVME-05920,VendorB,Model-ULTRA,FW1.2,19773,96.5,48.7,40.0,18.4,2,4,0,8.17,10.81,0,0,0
NVME-05921,VendorA,Model-LITE,FW2.1,29753,200.6,140.3,31.9,52.5,3,2,0,7.53,11.6,0,0,0
NVME-05922,VendorD,Model-ULTRA,FW2.1,43436,122.4,177.5,32.1,25.2,2,4,1,9.5,2.57,0,0,0
NVME-05923,VendorA,Model-ULTRA,FW1.2,20922,90.2,91.0,31.3,21.5,1,3,0,10.44,7.12,0,0,0
NVME-05924,VendorC,Model-X2,FW2.1,6967,121.4,146.1,36.6,23.6,0,3,0,10.97,5.13,0,0,0
NVME-05925,VendorA,Model-PRO,FW2.1,47044,103.9,84.0,34.3,27.0,0,6,0,8.48,7.68,0,0,0
NVME-05926,VendorC,Model-ULTRA,FW2.1,36102,42.3,45.9,51.3,2.8,0,3,1,2.58,12.74,0,0,0
NVME-05927,VendorC,Model-ULTRA,FW2.1,22481,67.3,57.6,54.4,20.7,0,1,0,4.04,7.85,0,0,0
NVME-05928,VendorC,Model-ULTRA,FW1.0,39169,25.5,20.3,47.2,10.2,0,0,0,9.03,9.23,0,0,0
NVME-05929,VendorC,Model-X1,FW1.2,17617,106.7,97.2,40.8,23.1,1,1,1,2.45,0.89,0,0,0
NVME-05930,VendorD,Model-ULTRA,FW1.2,11930,165.3,158.7,37.5,44.8,2,1,1,15.58,5.91,0,0,0
NVME-05931,VendorA,Model-ULTRA,FW1.1,10689,182.8,151.9,33.3,44.7,2,3,0,0.68,9.0,0,0,0
NVME-05932,VendorB,Model-LITE,FW2.0,59364,63.1,47.8,40.5,25.8,1,7,0,4.99,5.22,0,0,0
NVME-05933,VendorA,Model-X1,FW1.1,34930,40.1,45.1,38.7,12.8,1,2,0,18.23,1.16,0,0,0
NVME-05934,VendorD,Model-ULTRA,FW2.1,59644,111.7,98.4,31.7,19.4,4,2,0,3.74,9.68,0,0,0
NVME-05935,VendorB,Model-ULTRA,FW2.1,4727,23.8,16.7,33.7,2.1,1,3,1,10.69,3.71,0,0,0
NVME-05936,VendorC,Model-X2,FW1.0,52723,18.3,23.0,24.4,8.7,0,3,0,8.02,3.62,0,0,0
NVME-05937,VendorC,Model-X2,FW1.0,46010,128.4,157.1,31.9,21.1,4,3,1,13.9,2.23,1,4,1
NVME-05938,VendorA,Model-X1,FW1.0,568,88.5,122.7,43.2,19.4,1,1,0,2.67,3.74,0,0,0
NVME-05939,VendorA,Model-LITE,FW1.0,1444,115.4,121.7,48.3,10.7,2,1,1,24.4,3.05,1,5,1
NVME-05940,VendorA,Model-X1,FW1.0,25554,22.1,17.2,44.2,9.6,0,4,1,3.14,1.8,0,0,0
NVME-05941,VendorB,Model-X1,FW1.0,6198,251.4,342.8,36.0,55.4,1,3,0,11.12,13.46,0,0,0
NVME-05942,VendorA,Model-X2,FW1.0,44969,21.1,16.5,26.7,2.5,3,4,0,20.52,5.56,1,4,1
NVME-05943,VendorA,Model-X2,FW1.0,32329,197.8,228.6,30.4,43.6,0,3,0,3.16,13.78,0,0,0
NVME-05944,VendorD,Model-LITE,FW1.0,36675,200.5,138.4,43.5,41.0,1,3,0,17.65,12.26,0,0,0
NVME-05945,VendorD,Model-ULTRA,FW1.2,37604,156.8,177.1,43.3,29.4,0,5,0,13.5,17.78,0,0,0
NVME-05946,VendorB,Model-LITE,FW1.0,21441,121.8,163.3,34.8,27.3,0,1,0,15.33,8.43,0,0,0
NVME-05947,VendorB,Model-ULTRA,FW2.0,15475,109.2,113.6,36.8,22.2,0,3,2,5.62,2.19,0,0,0
NVME-05948,VendorA,Model-PRO,FW1.0,30206,30.2,29.3,55.4,1.8,0,2,0,18.6,10.42,0,0,0
NVME-05949,VendorC,Model-X2,FW2.1,52597,40.6,60.6,25.9,18.5,0,1,1,3.36,2.01,0,0,0
NVME-05950,VendorD,Model-PRO,FW2.1,49840,59.2,30.9,40.1,12.7,1,0,0,6.27,3.25,0,0,0
NVME-05951,VendorA,Model-PRO,FW1.0,36751,86.9,72.3,30.3,17.2,1,2,0,7.59,1.94,0,0,0
NVME-05952,VendorA,Model-X2,FW1.0,26005,61.9,87.8,30.8,13.6,0,4,1,20.3,13.28,0,0,0
NVME-05953,VendorC,Model-PRO,FW2.1,191,70.9,81.0,43.3,15.3,0,10,2,3.75,3.1,0,0,0
NVME-05954,VendorC,Model-X1,FW2.0,49709,30.1,31.4,53.6,5.7,2,7,0,0.97,3.67,0,0,0
NVME-05955,VendorA,Model-ULTRA,FW1.1,1984,214.3,243.8,44.9,40.5,2,2,0,9.9,1.04,0,0,0
NVME-05956,VendorC,Model-LITE,FW1.2,13532,99.7,81.9,52.5,28.8,0,1,0,4.97,0.08,0,0,0
NVME-05957,VendorB,Model-X2,FW2.1,47150,249.6,142.6,24.5,51.4,0,4,1,15.73,6.81,0,0,0
NVME-05958,VendorB,Model-X1,FW1.0,19605,23.1,17.9,43.9,13.1,0,4,0,16.06,10.91,0,0,0
NVME-05959,VendorC,Model-LITE,FW1.2,14302,25.2,21.1,47.2,0.0,0,1,0,0.83,13.86,0,0,0
NVME-05960,VendorD,Model-LITE,FW1.0,10331,161.9,158.6,38.0,40.6,1,3,1,13.8,4.51,0,0,0
NVME-05961,VendorB,Model-LITE,FW1.1,40510,57.9,51.8,46.6,18.1,1,3,0,10.11,17.74,0,0,0
NVME-05962,VendorD,Model-PRO,FW1.1,54863,179.1,182.9,60.6,40.2,2,2,2,6.61,0.92,0,0,0
NVME-05963,VendorB,Model-PRO,FW2.1,40820,147.3,102.5,41.2,23.9,0,3,0,17.27,20.04,0,0,0
NVME-05964,VendorC,Model-PRO,FW1.2,9695,74.5,51.0,36.9,17.1,1,4,0,4.16,0.57,0,0,0
NVME-05965,VendorB,Model-PRO,FW1.2,20187,33.9,28.9,49.1,14.1,0,2,1,7.47,4.72,0,0,0
NVME-05966,VendorD,Model-X1,FW1.1,4582,36.4,35.4,48.9,1.2,2,5,1,5.99,2.64,0,0,0
NVME-05967,VendorD,Model-PRO,FW1.0,34849,47.1,39.6,37.8,8.6,0,3,1,1.8,2.98,0,0,0
NVME-05968,VendorA,Model-X2,FW2.1,14018,84.2,90.6,35.6,14.1,1,6,1,2.0,15.83,0,0,0
NVME-05969,VendorD,Model-LITE,FW2.0,30084,123.2,99.8,48.9,30.1,1,3,1,12.1,0.38,0,0,0
NVME-05970,VendorD,Model-X1,FW1.1,42852,35.0,23.7,36.5,16.0,0,2,1,12.99,1.71,0,0,0
NVME-05971,VendorC,Model-PRO,FW1.1,15913,39.7,54.1,39.6,8.8,0,1,0,2.61,14.59,0,0,0
NVME-05972,VendorA,Model-LITE,FW2.1,4566,36.9,25.9,42.4,4.5,1,1,0,11.9,7.2,0,0,0
NVME-05973,VendorD,Model-X1,FW1.0,35099,343.5,503.8,38.5,85.8,0,2,1,7.57,5.19,0,0,0
NVME-05974,VendorD,Model-LITE,FW1.2,58215,53.6,79.7,40.2,13.1,1,3,1,17.85,3.73,0,0,0
NVME-05975,VendorA,Model-X1,FW1.1,22265,105.1,125.8,33.4,23.2,1,1,1,5.16,0.97,0,0,0
NVME-05976,VendorD,Model-ULTRA,FW2.1,41264,154.2,154.5,44.5,33.3,1,5,2,11.62,1.42,0,0,0
NVME-05977,VendorA,Model-X1,FW2.1,13341,40.2,52.1,36.8,3.4,1,2,1,13.04,14.23,0,0,0
NVME-05978,VendorA,Model-PRO,FW2.1,43279,116.9,160.5,52.3,29.5,0,1,1,4.72,4.4,0,0,0
NVME-05979,VendorB,Model-LITE,FW1.2,13212,116.0,140.3,40.9,30.3,1,0,2,10.37,4.22,0,0,0
NVME-05980,VendorB,Model-LITE,FW1.1,24897,34.9,21.0,48.2,6.4,1,5,2,16.49,1.36,0,0,0
NVME-05981,VendorC,Model-LITE,FW2.1,9483,53.8,27.1,45.0,15.5,2,4,1,3.7,13.1,0,0,0
NVME-05982,VendorA,Model-X2,FW1.2,19799,116.9,80.9,49.0,15.4,2,2,0,13.79,9.7,0,0,0
NVME-05983,VendorD,Model-X2,FW1.0,11581,69.8,48.1,36.4,14.2,0,4,0,10.0,9.74,0,0,0
NVME-05984,VendorA,Model-PRO,FW2.0,5275,167.1,114.0,30.5,34.1,1,3,0,10.3,2.24,0,0,0
NVME-05985,VendorA,Model-ULTRA,FW1.1,18082,24.7,24.9,32.8,6.4,0,2,0,7.77,6.45,0,0,0
NVME-05986,VendorA,Model-X2,FW1.2,31434,178.7,182.3,32.2,34.2,2,5,0,11.51,5.73,0,0,0
NVME-05987,VendorB,Model-X1,FW2.0,59352,74.1,90.6,33.5,8.0,1,1,1,6.86,7.64,0,0,0
NVME-05988,VendorD,Model-PRO,FW2.0,53514,63.2,44.3,30.6,12.6,0,2,0,6.68,3.85,0,0,0
NVME-05989,VendorC,Model-ULTRA,FW1.2,18026,125.6,74.4,39.1,27.5,0,6,0,8.73,1.5,0,0,0
NVME-05990,VendorD,Model-X1,FW1.2,8433,66.4,77.4,46.0,20.8,1,3,1,3.43,6.47,0,0,0
NVME-05991,VendorA,Model-LITE,FW1.2,14560,89.0,87.6,29.7,22.5,1,5,0,0.13,11.55,0,0,0
NVME-05992,VendorB,Model-X2,FW2.1,189,144.8,168.9,34.6,35.7,1,2,0,9.76,11.6,0,0,0
NVME-05993,VendorB,Model-X1,FW1.0,28661,103.0,90.7,48.2,13.3,1,4,1,7.84,3.16,0,0,0
NVME-05994,VendorB,Model-ULTRA,FW2.1,20890,157.8,197.4,27.6,40.5,2,3,1,9.64,1.76,0,0,0
NVME-05995,VendorA,Model-PRO,FW2.0,5590,60.8,71.9,40.0,18.4,1,6,0,4.04,5.32,0,0,0
NVME-05996,VendorC,Model-X1,FW2.0,48155,104.3,120.0,44.7,25.6,0,6,1,4.91,4.97,0,0,0
NVME-05997,VendorB,Model-PRO,FW2.0,43323,222.4,117.3,56.7,36.2,0,3,2,10.76,1.82,0,0,0
NVME-05998,VendorC,Model-LITE,FW1.2,11804,18.8,25.5,21.1,4.7,0,2,1,4.62,4.09,0,0,0
NVME-05999,VendorB,Model-ULTRA,FW1.1,52958,108.6,95.2,29.5,21.2,1,2,1,4.23,10.69,0,0,0
NVME-06000,VendorA,Model-ULTRA,FW2.1,32727,137.9,87.7,42.3,28.8,1,2,0,9.36,0.06,0,0,0
NVME-06001,VendorC,Model-X2,FW1.1,17693,207.8,260.9,37.0,42.4,0,6,1,15.31,8.29,0,0,0
NVME-06002,VendorA,Model-ULTRA,FW1.0,37846,106.5,105.1,20.0,25.5,1,2,1,16.01,1.45,0,0,0
NVME-06003,VendorD,Model-X1,FW1.0,36092,117.3,62.4,36.4,20.1,1,6,1,9.41,10.09,0,0,0
NVME-06004,VendorC,Model-X1,FW2.1,37724,48.3,61.9,32.7,11.3,0,3,1,22.38,4.26,0,0,0
